"","age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","incm.2.t.pred","test3[, 15]"
"196",28," Private",137898," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"197",20," Self-emp-not-inc",54152," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"," <=50K"
"198",24," Private",537222," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"199",28," Private",51461," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," <=50K"
"200",55," Private",156089," Some-college",10," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"201",27," Private",198188," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",2580,0,45," United-States"," <=50K"," <=50K"
"202",53," Self-emp-inc",290640," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," >50K"
"203",36," Private",178815," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",8614,0,40," United-States"," >50K"," >50K"
"204",39," Local-gov",106297," HS-grad",9," Divorced"," Adm-clerical"," Own-child"," White"," Male",0,0,42," United-States"," <=50K"," <=50K"
"205",25," Private",193787," Some-college",10," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"206",23," Private",85088," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,37," United-States"," <=50K"," <=50K"
"207",27," Private",405855," 9th",5," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,40," Mexico"," <=50K"," <=50K"
"208",58," Local-gov",368797," Masters",14," Widowed"," Prof-specialty"," Unmarried"," White"," Male",0,0,35," United-States"," <=50K"," >50K"
"209",53," Private",157069," Assoc-acdm",12," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"210",59," Private",374924," HS-grad",9," Separated"," Sales"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"211",44," Federal-gov",139161," Assoc-acdm",12," Divorced"," Adm-clerical"," Not-in-family"," Black"," Female",0,1741,40," United-States"," <=50K"," <=50K"
"212",33," Local-gov",169652," Assoc-voc",11," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,1669,55," United-States"," <=50K"," <=50K"
"213",69," Private",102874," HS-grad",9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,24," United-States"," <=50K"," <=50K"
"214",33," Private",67072," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," >50K"
"215",76," Local-gov",169133," Some-college",10," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"," <=50K"
"216",19," Private",168601," 11th",7," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"217",63," Private",221072," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,49," ?"," >50K"," <=50K"
"218",48," Self-emp-not-inc",100931," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"219",22," Private",117363," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"," <=50K"
"220",72," Private",496538," HS-grad",9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",6360,0,40," United-States"," <=50K"," <=50K"
"221",39," State-gov",221059," Masters",14," Married-civ-spouse"," Prof-specialty"," Other-relative"," Other"," Female",7688,0,38," United-States"," >50K"," >50K"
"222",37," Private",103323," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"223",19," Private",203061," Some-college",10," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,25," United-States"," <=50K"," <=50K"
"224",61," Self-emp-not-inc",111563," Bachelors",13," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,20," United-States"," <=50K"," >50K"
"225",24," Private",176389," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"226",42," Self-emp-not-inc",222978," Doctorate",16," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"," <=50K"
"227",26," Private",233777," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"228",22," Private",353039," HS-grad",9," Never-married"," Craft-repair"," Unmarried"," White"," Female",0,0,36," Mexico"," <=50K"," <=50K"
"229",50," Private",398625," 11th",7," Widowed"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"230",66," Private",196674," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,15," United-States"," <=50K"," >50K"
"231",36," Private",254493," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,44," United-States"," >50K"," <=50K"
"232",54," Private",175262," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"233",33," Private",178615," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"234",23," Private",335570," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"," <=50K"
"235",33," Private",255334," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,25," United-States"," <=50K"," >50K"
"236",26," Private",248612," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"237",34," Private",261799," Assoc-voc",11," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",0,0,45," United-States"," <=50K"," >50K"
"238",55," Self-emp-not-inc",170350," HS-grad",9," Divorced"," Other-service"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"239",24," Private",32921," Some-college",10," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"240",40," Private",91959," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,46," United-States"," >50K"," >50K"
"241",51," Self-emp-not-inc",311569," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"242",35," Private",168322," 11th",7," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"243",54," Private",185407," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"," >50K"
"244",18," Private",43272," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"," <=50K"
"245",30," Self-emp-not-inc",173854," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," <=50K"
"246",23," Private",214542," Some-college",10," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"247",48," Private",267912," Bachelors",13," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,50," Mexico"," <=50K"," >50K"
"248",28," Private",294936," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",4064,0,45," United-States"," <=50K"," <=50K"
"249",21," Private",252253," Some-college",10," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"250",47," Private",208872," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"251",26," Private",157617," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Poland"," >50K"," <=50K"
"252",37," Private",421633," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"," >50K"
"253",43," Private",154210," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",2829,0,60," China"," <=50K"," <=50K"
"254",20," ?",201680," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"," <=50K"
"255",62," Private",270092," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"256",38," Private",165302," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," Other"," Female",0,0,40," United-States"," <=50K"," <=50K"
"257",34," Private",73161," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"258",29," ?",189282," HS-grad",9," Married-civ-spouse"," ?"," Not-in-family"," White"," Female",0,0,27," United-States"," <=50K"," <=50K"
"259",18," ?",169882," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",594,0,15," United-States"," <=50K"," <=50K"
"260",38," Private",296125," HS-grad",9," Separated"," Priv-house-serv"," Unmarried"," Black"," Female",0,0,30," United-States"," <=50K"," <=50K"
"261",29," Federal-gov",184723," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," >50K"
"262",26," Private",133373," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,42," United-States"," <=50K"," <=50K"
"263",35," Private",175614," Assoc-voc",11," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," >50K"
"264",30," Local-gov",191777," HS-grad",9," Never-married"," Protective-serv"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"265",32," Private",155781," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"266",35," Self-emp-inc",175769," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,65," United-States"," <=50K"," >50K"
"267",55," Private",199067," 11th",7," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,32," United-States"," <=50K"," <=50K"
"268",38," Self-emp-not-inc",267556," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,64," United-States"," <=50K"," <=50K"
"269",68," Local-gov",233954," Masters",14," Widowed"," Prof-specialty"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"," >50K"
"270",23," Local-gov",55890," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"271",42," State-gov",222884," Bachelors",13," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"272",39," ?",103986," HS-grad",9," Never-married"," ?"," Not-in-family"," White"," Male",0,1590,40," United-States"," <=50K"," <=50K"
"273",53," Private",200190," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"274",23," Private",398904," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"275",29," Private",107108," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," Amer-Indian-Eskimo"," Male",0,0,40," United-States"," <=50K"," <=50K"
"276",40," Private",205706," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," United-States"," >50K"," <=50K"
"277",57," Self-emp-not-inc",102058," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"278",44," Private",35910," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,56," United-States"," >50K"," >50K"
"279",65," Self-emp-inc",81413," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,2352,65," United-States"," <=50K"," <=50K"
"280",38," Local-gov",40955," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,43," United-States"," <=50K"," <=50K"
"281",25," Private",248851," Bachelors",13," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"282",55," Local-gov",143949," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",3103,0,45," United-States"," >50K"," >50K"
"283",40," Private",165309," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,43," United-States"," <=50K"," <=50K"
"284",37," Private",190987," Some-college",10," Married-civ-spouse"," Sales"," Wife"," White"," Female",7298,0,40," United-States"," >50K"," >50K"
"285",34," Private",202822," Masters",14," Never-married"," Tech-support"," Unmarried"," Black"," Female",0,0,40," ?"," <=50K"," <=50K"
"286",56," Private",357118," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States"," <=50K"," >50K"
"287",45," Self-emp-not-inc",364365," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"," <=50K"
"288",30," Local-gov",226443," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1887,45," United-States"," >50K"," >50K"
"289",29," State-gov",382272," Bachelors",13," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"290",47," Local-gov",204377," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"," <=50K"
"291",31," Private",208881," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"292",38," Private",205493," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,60," United-States"," <=50K"," >50K"
"293",23," Federal-gov",173851," HS-grad",9," Never-married"," Armed-Forces"," Not-in-family"," White"," Male",0,0,8," United-States"," <=50K"," <=50K"
"294",47," Private",192793," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," Iran"," >50K"," >50K"
"295",55," Private",172666," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"296",44," Private",197462," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"297",34," Private",116677," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"298",46," Self-emp-inc",120121," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"," >50K"
"299",29," State-gov",267989," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"," >50K"
"300",24," Private",172146," 9th",5," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,1721,40," United-States"," <=50K"," <=50K"
"301",58," ?",97634," 5th-6th",3," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"302",47," State-gov",216414," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
